"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "TypeScript JSX", "XML", "Prisma", "Markdown", "PL/SQL", "YAML", "PostCSS", "comment", "blank", "total"
"e:\FYP\educonnect-fyp\src\components\ui\data-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 7, 179
"e:\FYP\educonnect-fyp\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 14, 123
"e:\FYP\educonnect-fyp\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 19, 206
"e:\FYP\educonnect-fyp\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 26, 179
"e:\FYP\educonnect-fyp\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"e:\FYP\educonnect-fyp\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"e:\FYP\educonnect-fyp\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 8, 34
"e:\FYP\educonnect-fyp\src\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"e:\FYP\educonnect-fyp\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 5, 44
"e:\FYP\educonnect-fyp\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 6, 49
"e:\FYP\educonnect-fyp\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 14, 165
"e:\FYP\educonnect-fyp\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"e:\FYP\educonnect-fyp\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 15, 140
"e:\FYP\educonnect-fyp\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"e:\FYP\educonnect-fyp\src\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"e:\FYP\educonnect-fyp\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 11, 121
"e:\FYP\educonnect-fyp\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 8, 56
"e:\FYP\educonnect-fyp\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"e:\FYP\educonnect-fyp\src\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 14, 130
"e:\FYP\educonnect-fyp\src\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"e:\FYP\educonnect-fyp\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 8, 33
"e:\FYP\educonnect-fyp\src\components\upcoming-events.tsx", "TypeScript JSX", 0, 0, 0, 0, 386, 0, 0, 0, 0, 0, 0, 5, 24, 415
"e:\FYP\educonnect-fyp\src\context\AdminContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 12, 25, 226
"e:\FYP\educonnect-fyp\src\context\ChatContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 16, 127
"e:\FYP\educonnect-fyp\src\context\SidebarContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 3, 12, 60
"e:\FYP\educonnect-fyp\src\context\admin-context.tsx", "TypeScript JSX", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 6, 15, 156
"e:\FYP\educonnect-fyp\src\hooks\__tests__\useChat.test.ts", "TypeScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26, 128
"e:\FYP\educonnect-fyp\src\hooks\__tests__\useSocket.test.ts", "TypeScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 77
"e:\FYP\educonnect-fyp\src\hooks\use-admin-auth.tsx", "TypeScript JSX", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 9, 51
"e:\FYP\educonnect-fyp\src\hooks\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"e:\FYP\educonnect-fyp\src\hooks\use-toast.ts", "TypeScript", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 195
"e:\FYP\educonnect-fyp\src\hooks\useAdminAuth.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 88
"e:\FYP\educonnect-fyp\src\hooks\useUser.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"e:\FYP\educonnect-fyp\src\lib\cloudinary.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"e:\FYP\educonnect-fyp\src\lib\form-validation.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 92
"e:\FYP\educonnect-fyp\src\lib\generateEsewaSignature.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\FYP\educonnect-fyp\src\lib\initiatePayments.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"e:\FYP\educonnect-fyp\src\lib\jwt.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"e:\FYP\educonnect-fyp\src\lib\prisma.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"e:\FYP\educonnect-fyp\src\lib\queryClient.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"e:\FYP\educonnect-fyp\src\lib\resend.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"e:\FYP\educonnect-fyp\src\lib\utils.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"e:\FYP\educonnect-fyp\src\middleware.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 63, 20, 151
"e:\FYP\educonnect-fyp\src\socket.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7
"e:\FYP\educonnect-fyp\src\types\apiResponse.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"e:\FYP\educonnect-fyp\src\types\index.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"e:\FYP\educonnect-fyp\src\types\next-auth.d.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"e:\FYP\educonnect-fyp\src\types\types.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"e:\FYP\educonnect-fyp\src\utils\FetchApiWrapper.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 16
"e:\FYP\educonnect-fyp\src\utils\sendVerificationEmail.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"e:\FYP\educonnect-fyp\src\utils\validation.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"e:\FYP\educonnect-fyp\tailwind.config.ts", "TypeScript", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 96
"e:\FYP\educonnect-fyp\tsconfig.json", "JSON with Comments", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"e:\FYP\educonnect-fyp\tsconfig.server.json", "JSON", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"Total", "-", 51, 31, 8957, 19847, 39467, 2, 228, 405, 424, 9808, 207, 3849, 8349, 91625
