"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "TypeScript JSX", "XML", "Prisma", "Markdown", "PL/SQL", "YAML", "PostCSS", "comment", "blank", "total"
"e:\FYP\educonnect-fyp\src\app\api\events\check-registration\route.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 40
"e:\FYP\educonnect-fyp\src\app\api\events\register\route.ts", "TypeScript", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 127
"e:\FYP\educonnect-fyp\src\app\api\events\route.ts", "TypeScript", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 114
"e:\FYP\educonnect-fyp\src\app\api\initiate-payment\route.ts", "TypeScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 110, 25, 207
"e:\FYP\educonnect-fyp\src\app\api\khalti-lookup\route.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 44
"e:\FYP\educonnect-fyp\src\app\api\messages\fetchMessages\route.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 32
"e:\FYP\educonnect-fyp\src\app\api\messages\history\route.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11, 68
"e:\FYP\educonnect-fyp\src\app\api\messages\route.ts", "TypeScript", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 127
"e:\FYP\educonnect-fyp\src\app\api\messages\uplaod\route.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 44
"e:\FYP\educonnect-fyp\src\app\api\notifications\route.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 35
"e:\FYP\educonnect-fyp\src\app\api\payment\failure\route.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"e:\FYP\educonnect-fyp\src\app\api\posts\[postId]\comments\route.ts", "TypeScript", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 75, 24, 181
"e:\FYP\educonnect-fyp\src\app\api\posts\[postId]\like\route.ts", "TypeScript", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 139
"e:\FYP\educonnect-fyp\src\app\api\posts\[postId]\route.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 16, 106
"e:\FYP\educonnect-fyp\src\app\api\posts\[postId]\saved-posts\route.ts", "TypeScript", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 174
"e:\FYP\educonnect-fyp\src\app\api\posts\route.ts", "TypeScript", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 157
"e:\FYP\educonnect-fyp\src\app\api\posts\timeline\route.ts", "TypeScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 74
"e:\FYP\educonnect-fyp\src\app\api\save-payment\route.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 80
"e:\FYP\educonnect-fyp\src\app\api\search\route.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 36
"e:\FYP\educonnect-fyp\src\app\api\sign-up\route.ts", "TypeScript", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 102
"e:\FYP\educonnect-fyp\src\app\api\trending-topics\bing\route.ts", "TypeScript", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 265
"e:\FYP\educonnect-fyp\src\app\api\trending-topics\route.ts", "TypeScript", 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 32, 36, 318
"e:\FYP\educonnect-fyp\src\app\api\update-profile\route.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 30
"e:\FYP\educonnect-fyp\src\app\api\upload\image\route.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 74
"e:\FYP\educonnect-fyp\src\app\api\upload\pdf\route.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 72
"e:\FYP\educonnect-fyp\src\app\api\user\[userId]\route.ts", "TypeScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 117
"e:\FYP\educonnect-fyp\src\app\api\user\[userId]\saved-posts\route.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 44
"e:\FYP\educonnect-fyp\src\app\api\user\route.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"e:\FYP\educonnect-fyp\src\app\api\user\update-password\route.ts", "TypeScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 83
"e:\FYP\educonnect-fyp\src\app\api\user\upload-image\route.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 50
"e:\FYP\educonnect-fyp\src\app\api\user\verify-password\route.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 38
"e:\FYP\educonnect-fyp\src\app\api\verify-code\route.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 56
"e:\FYP\educonnect-fyp\src\app\context\AuthProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 7, 30
"e:\FYP\educonnect-fyp\src\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 30, 50, 287
"e:\FYP\educonnect-fyp\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"e:\FYP\educonnect-fyp\src\app\success\route.ts", "TypeScript", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 79, 25, 234
"e:\FYP\educonnect-fyp\src\app\tests\api\articles.test.ts", "TypeScript", 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48, 227
"e:\FYP\educonnect-fyp\src\app\tests\api\auth\login.test.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 125
"e:\FYP\educonnect-fyp\src\app\tests\api\auth\signup.test.ts", "TypeScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 118
"e:\FYP\educonnect-fyp\src\app\tests\api\comments.test.ts", "TypeScript", 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56, 261
"e:\FYP\educonnect-fyp\src\app\tests\api\signup.test.ts", "TypeScript", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 167
"e:\FYP\educonnect-fyp\src\app\tests\api\unverified.test.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 29
"e:\FYP\educonnect-fyp\src\app\tests\helpers\testHelper.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"e:\FYP\educonnect-fyp\src\components\Landing\features.tsx", "TypeScript JSX", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"e:\FYP\educonnect-fyp\src\components\Landing\footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 26
"e:\FYP\educonnect-fyp\src\components\Landing\header.tsx", "TypeScript JSX", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 3, 48
"e:\FYP\educonnect-fyp\src\components\Landing\hero.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"e:\FYP\educonnect-fyp\src\components\Landing\mode-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"e:\FYP\educonnect-fyp\src\components\Landing\pricing.tsx", "TypeScript JSX", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 4, 55
"e:\FYP\educonnect-fyp\src\components\Landing\testimonials.tsx", "TypeScript JSX", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 1, 4, 56
"e:\FYP\educonnect-fyp\src\components\Navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 2, 9, 72
"e:\FYP\educonnect-fyp\src\components\Notification\NotificationDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 9, 72
"e:\FYP\educonnect-fyp\src\components\admin\articles\articles-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 3, 19, 128
"e:\FYP\educonnect-fyp\src\components\admin\articles\articles-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 4, 19, 119
"e:\FYP\educonnect-fyp\src\components\admin\articles\articles-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 19, 237
"e:\FYP\educonnect-fyp\src\components\admin\articles\create-article-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 7, 29, 243
"e:\FYP\educonnect-fyp\src\components\admin\articles\delete-article-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 1, 9, 77
"e:\FYP\educonnect-fyp\src\components\admin\articles\edit-article-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 0, 6, 29, 299
"e:\FYP\educonnect-fyp\src\components\admin\books\books-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 2, 17, 124
"e:\FYP\educonnect-fyp\src\components\admin\books\books-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 4, 19, 119
"e:\FYP\educonnect-fyp\src\components\admin\books\books-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 17, 265
"e:\FYP\educonnect-fyp\src\components\admin\books\create-book-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 7, 34, 353
"e:\FYP\educonnect-fyp\src\components\admin\books\delete-book-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 1, 9, 75
"e:\FYP\educonnect-fyp\src\components\admin\books\edit-book-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 6, 35, 381
"e:\FYP\educonnect-fyp\src\components\admin\chat\chat-dashboard-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 1, 21, 260
"e:\FYP\educonnect-fyp\src\components\admin\chat\chat-statistics.tsx", "TypeScript JSX", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 4, 11, 154
"e:\FYP\educonnect-fyp\src\components\admin\chat\create-group-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 4, 23, 173
"e:\FYP\educonnect-fyp\src\components\admin\chat\delete-group-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 2, 10, 92
"e:\FYP\educonnect-fyp\src\components\admin\chat\delete-message-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 9, 84
"e:\FYP\educonnect-fyp\src\components\admin\chat\edit-group-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 3, 23, 217
"e:\FYP\educonnect-fyp\src\components\admin\chat\groups-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 1, 31, 305
"e:\FYP\educonnect-fyp\src\components\admin\chat\messages-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 358, 0, 0, 0, 0, 0, 0, 1, 31, 390
"e:\FYP\educonnect-fyp\src\components\admin\dashboard-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 303, 0, 0, 0, 0, 0, 0, 10, 25, 338
"e:\FYP\educonnect-fyp\src\components\admin\dashboard-stats.tsx", "TypeScript JSX", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 1, 10, 112
"e:\FYP\educonnect-fyp\src\components\admin\events\create-event-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 411, 0, 0, 0, 0, 0, 0, 15, 38, 464
"e:\FYP\educonnect-fyp\src\components\admin\events\delete-event-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 2, 9, 107
"e:\FYP\educonnect-fyp\src\components\admin\events\edit-event-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 442, 0, 0, 0, 0, 0, 0, 16, 42, 500
"e:\FYP\educonnect-fyp\src\components\admin\events\events-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 2, 17, 131
"e:\FYP\educonnect-fyp\src\components\admin\events\events-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 2, 15, 98
"e:\FYP\educonnect-fyp\src\components\admin\events\events-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 280, 0, 0, 0, 0, 0, 0, 0, 23, 303
"e:\FYP\educonnect-fyp\src\components\admin\events\index.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\FYP\educonnect-fyp\src\components\admin\header.tsx", "TypeScript JSX", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 13, 135
"e:\FYP\educonnect-fyp\src\components\admin\overview.tsx", "TypeScript JSX", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 1, 8, 95
"e:\FYP\educonnect-fyp\src\components\admin\payments\create-payment-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 318, 0, 0, 0, 0, 0, 0, 4, 34, 356
"e:\FYP\educonnect-fyp\src\components\admin\payments\delete-payment-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 1, 9, 84
"e:\FYP\educonnect-fyp\src\components\admin\payments\edit-payment-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 2, 31, 276
"e:\FYP\educonnect-fyp\src\components\admin\payments\payment-statistics.tsx", "TypeScript JSX", 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 8, 13, 198
"e:\FYP\educonnect-fyp\src\components\admin\payments\payments-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 265, 0, 0, 0, 0, 0, 0, 3, 33, 301
"e:\FYP\educonnect-fyp\src\components\admin\payments\payments-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 6, 23, 166
"e:\FYP\educonnect-fyp\src\components\admin\payments\payments-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 21, 352
"e:\FYP\educonnect-fyp\src\components\admin\posts\columns.tsx", "TypeScript JSX", 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 5, 193
"e:\FYP\educonnect-fyp\src\components\admin\posts\create-post-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 8, 28, 239
"e:\FYP\educonnect-fyp\src\components\admin\posts\delete-post-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 2, 10, 119
"e:\FYP\educonnect-fyp\src\components\admin\posts\edit-post-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 5, 29, 220
"e:\FYP\educonnect-fyp\src\components\admin\posts\index.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"e:\FYP\educonnect-fyp\src\components\admin\posts\posts-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 3, 26, 181
"e:\FYP\educonnect-fyp\src\components\admin\posts\posts-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 2, 20, 176
"e:\FYP\educonnect-fyp\src\components\admin\posts\posts-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 4, 28
"e:\FYP\educonnect-fyp\src\components\admin\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 2, 9, 172
"e:\FYP\educonnect-fyp\src\components\admin\users\create-user-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 2, 25, 235
"e:\FYP\educonnect-fyp\src\components\admin\users\delete-user-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 1, 9, 75
"e:\FYP\educonnect-fyp\src\components\admin\users\edit-user-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 3, 29, 271
"e:\FYP\educonnect-fyp\src\components\admin\users\user-detail-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 378, 0, 0, 0, 0, 0, 0, 6, 27, 411
"e:\FYP\educonnect-fyp\src\components\admin\users\user-statistics.tsx", "TypeScript JSX", 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 1, 12, 223
"e:\FYP\educonnect-fyp\src\components\admin\users\users-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 6, 24, 164
"e:\FYP\educonnect-fyp\src\components\admin\users\users-table-filters.tsx", "TypeScript JSX", 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 2, 18, 167
"e:\FYP\educonnect-fyp\src\components\admin\users\users-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 7, 23, 342
"e:\FYP\educonnect-fyp\src\components\articles\ArticleCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 1, 9, 77
"e:\FYP\educonnect-fyp\src\components\articles\DeleteArticleButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 2, 9, 68
"e:\FYP\educonnect-fyp\src\components\bar\Navbar\DarkModeToggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"e:\FYP\educonnect-fyp\src\components\bar\Navbar\Navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 773, 0, 0, 0, 0, 0, 0, 35, 41, 849
"e:\FYP\educonnect-fyp\src\components\bar\Navbar\NotificationBell.tsx", "TypeScript JSX", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 6, 83
"e:\FYP\educonnect-fyp\src\components\bar\Navbar\SearchBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"e:\FYP\educonnect-fyp\src\components\bar\Navbar\UserProfileDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 5, 61
"e:\FYP\educonnect-fyp\src\components\bar\Navbar\mobile-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"e:\FYP\educonnect-fyp\src\components\bar\Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 9, 18, 214
"e:\FYP\educonnect-fyp\src\components\bar\Sidebar12.tsx", "TypeScript JSX", 0, 0, 0, 0, 413, 0, 0, 0, 0, 0, 0, 7, 31, 451
"e:\FYP\educonnect-fyp\src\components\bar\Tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 1, 4, 56
"e:\FYP\educonnect-fyp\src\components\bar\animations.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 53
"e:\FYP\educonnect-fyp\src\components\bar\right-side-bar.tsx", "TypeScript JSX", 0, 0, 0, 0, 720, 0, 0, 0, 0, 0, 0, 37, 63, 820
"e:\FYP\educonnect-fyp\src\components\books\BookCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 2, 7, 75
"e:\FYP\educonnect-fyp\src\components\chat\AvailableUser.tsx", "TypeScript JSX", 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 6, 20, 312
"e:\FYP\educonnect-fyp\src\components\chat\ChatInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 1, 16, 206
"e:\FYP\educonnect-fyp\src\components\chat\DirectChat.tsx", "TypeScript JSX", 0, 0, 0, 0, 857, 0, 0, 0, 0, 0, 0, 36, 64, 957
"e:\FYP\educonnect-fyp\src\components\chat\GroupChat.tsx", "TypeScript JSX", 0, 0, 0, 0, 1054, 0, 0, 0, 0, 0, 0, 53, 89, 1196
"e:\FYP\educonnect-fyp\src\components\chat\GroupDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 554, 0, 0, 0, 0, 0, 0, 27, 54, 635
"e:\FYP\educonnect-fyp\src\components\chat\direct-chat.tsx", "TypeScript JSX", 0, 0, 0, 0, 401, 0, 0, 0, 0, 0, 0, 15, 29, 445
"e:\FYP\educonnect-fyp\src\components\education-news-explorer.tsx", "TypeScript JSX", 0, 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 26, 328
"e:\FYP\educonnect-fyp\src\components\education-quotes-carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 7, 20, 232
"e:\FYP\educonnect-fyp\src\components\educonnectloader.tsx", "TypeScript JSX", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 10, 107
"e:\FYP\educonnect-fyp\src\components\event\EventForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 1478, 0, 0, 0, 0, 0, 0, 8, 79, 1565
"e:\FYP\educonnect-fyp\src\components\event\registration-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 640, 0, 0, 0, 0, 0, 0, 21, 48, 709
"e:\FYP\educonnect-fyp\src\components\form\SignInForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 4, 22, 362
"e:\FYP\educonnect-fyp\src\components\form\SignUpForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 14, 43, 732
"e:\FYP\educonnect-fyp\src\components\home-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 4, 6, 212
"e:\FYP\educonnect-fyp\src\components\layout\AppLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"e:\FYP\educonnect-fyp\src\components\mobile-navigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 6, 52
"e:\FYP\educonnect-fyp\src\components\pdf-viewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 4, 10, 153
"e:\FYP\educonnect-fyp\src\components\post\PostForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 1040, 0, 0, 0, 0, 0, 0, 28, 81, 1149
"e:\FYP\educonnect-fyp\src\components\post\PostList.tsx", "TypeScript JSX", 0, 0, 0, 0, 770, 0, 0, 0, 0, 0, 0, 36, 68, 874
"e:\FYP\educonnect-fyp\src\components\post\post.tsx", "TypeScript JSX", 0, 0, 0, 0, 508, 0, 0, 0, 0, 0, 0, 8, 24, 540
"e:\FYP\educonnect-fyp\src\components\profile-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 586, 0, 0, 0, 0, 0, 0, 16, 27, 629
"e:\FYP\educonnect-fyp\src\components\profile\Timeline.tsx", "TypeScript JSX", 0, 0, 0, 0, 549, 0, 0, 0, 0, 0, 0, 621, 110, 1280
"e:\FYP\educonnect-fyp\src\components\profile\TimelineList.tsx", "TypeScript JSX", 0, 0, 0, 0, 591, 0, 0, 0, 0, 0, 0, 41, 56, 688
"e:\FYP\educonnect-fyp\src\components\profile\edit-profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 1948, 0, 0, 0, 0, 0, 0, 497, 188, 2633
"e:\FYP\educonnect-fyp\src\components\profile\saved-posts-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 694, 0, 0, 0, 0, 0, 0, 38, 60, 792
"e:\FYP\educonnect-fyp\src\components\profile\timeline-post.tsx", "TypeScript JSX", 0, 0, 0, 0, 1107, 0, 0, 0, 0, 0, 0, 35, 122, 1264
"e:\FYP\educonnect-fyp\src\components\profile\user-profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 1197, 0, 0, 0, 0, 0, 0, 41, 101, 1339
"e:\FYP\educonnect-fyp\src\components\trending-topics.tsx", "TypeScript JSX", 0, 0, 0, 0, 478, 0, 0, 0, 0, 0, 0, 10, 29, 517
"e:\FYP\educonnect-fyp\src\components\ui\GoogleSignInButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 5, 23
"e:\FYP\educonnect-fyp\src\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 7, 57
"e:\FYP\educonnect-fyp\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 15, 142
"e:\FYP\educonnect-fyp\src\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 7, 60
"e:\FYP\educonnect-fyp\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 9, 53
"e:\FYP\educonnect-fyp\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 6, 37
"e:\FYP\educonnect-fyp\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 6, 58
"e:\FYP\educonnect-fyp\src\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 6, 77
"e:\FYP\educonnect-fyp\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 9, 77
"e:\FYP\educonnect-fyp\src\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 327, 0, 0, 0, 0, 0, 0, 2, 37, 366
"e:\FYP\educonnect-fyp\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 4, 30
"e:\FYP\educonnect-fyp\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 12
